"THYAO ","317"
"GARAN","127,5"
"AKBNK","65,8"
"MCARD","134,3"
"ORZAX","112"
"NETCD","130,6"
"BETAE","88,6"
"ISVEA","49,16"
"EMPAE","62,9"
"BESTE","27,72"
"AAGYO","12,89"
"SVGYO","13,53"
"LXGYO","10,37"
"ATATR","13,83"
"GOLDA","14,48"
"GENKM","10,37"
"SSAAT","35,94"
"METEN","18,46"
"SOHOE","10,56"
"SARAE","80,95"
"AKHAN","41,2"
"ALBTN","26,66"
"MASFN","42,04"
"KARCL","46,56"
